colnp,full,start,end,Term in Months,district
103,"P. Sonai, I.A.S., ",1996-06-03T00:00:00Z,1999-04-04T00:00:00Z,34,Nilgiris
102,"Shashi Shekhar, I.A.S., ",1994-01-27T00:00:00Z,1996-05-30T00:00:00Z,28,Nilgiris
101,"T. Pitchandi, I.A.S., ",1993-09-17T00:00:00Z,1994-01-26T00:00:00Z,4,Nilgiris
100,"Leena Nair, I.A.S., ",1991-03-25T00:00:00Z,1993-09-16T00:00:00Z,29,Nilgiris
13,"V. Santha, I.A.S ",2017-06-04T00:00:00Z,Till Date,,Perumbalur
12,"K. Nanthakumar, I.A.S ",2016-01-22T00:00:00Z,2017-06-03T00:00:00Z,16,Perumbalur
11,"Dr. Darez Ahamed, I.A.S ",2011-06-06T00:00:00Z,2016-01-21T00:00:00Z,55,Perumbalur
10,"M. Vijayakumar, I.A.S ",2009-06-04T00:00:00Z,2011-06-06T00:00:00Z,24,Perumbalur
9,"R. Sudalaikannan, I.A.S ",2009-02-25T00:00:00Z,2009-06-03T00:00:00Z,3,Perumbalur
8,"Anil Meshram, I.A.S ",2006-05-31T00:00:00Z,2009-02-24T00:00:00Z,32,Perumbalur
7,"D. Vivekanandan, I.A.S ",2004-06-03T00:00:00Z,2006-05-30T00:00:00Z,23,Perumbalur
6,"S. Natarajan, I.A.S ",2003-07-17T00:00:00Z,2004-06-02T00:00:00Z,10,Perumbalur
5,"Rajesh Lakhoni, I.A.S ",2001-12-12T00:00:00Z,2003-07-16T00:00:00Z,19,Perumbalur
4,"K. Panider Reddy, I.A.S ",1999-12-05T00:00:00Z,2001-12-12T00:00:00Z,24,Perumbalur
3,"C. Kosalaraman, I.A.S ",1998-05-11T00:00:00Z,1999-12-04T00:00:00Z,18,Perumbalur
2,"Yethiranath Swain, I.A.S ",1997-05-13T00:00:00Z,1998-05-10T00:00:00Z,11,Perumbalur
1,"K. Nanadakishore, I.A.S ",1995-10-13T00:00:00Z,1997-05-12T00:00:00Z,18,Perumbalur
40,Tmt. P. Uma Maheswari I.A.S. ,2019-02-18T00:00:00Z,Till Date,,Pudukottai
39,Thiru. S. Ganesh I.A.S. ,2016-05-25T00:00:00Z,2019-02-18T00:00:00Z,32,Pudukottai
38,Dr.S.Swarna I.A.S. ,2016-05-01T00:00:00Z,2016-05-23T00:00:00Z,0,Pudukottai
37,Thiru. S. Ganesh I.A.S. ,2014-11-19T00:00:00Z,2016-05-01T00:00:00Z,17,Pudukottai
36,Thiru. C. Manoharan I.A.S. ,2012-10-06T00:00:00Z,2014-11-18T00:00:00Z,25,Pudukottai
35,Tmt. V. Kalaiarasi I.A.S. ,2012-04-16T00:00:00Z,2012-10-04T00:00:00Z,5,Pudukottai
34,Tmt. B. Maheshwari I.A.S. ,2011-06-06T00:00:00Z,2012-04-16T00:00:00Z,10,Pudukottai
33,"Tmt. A. Suganthi, I.A.S. ",2009-06-18T00:00:00Z,2011-06-05T00:00:00Z,23,Pudukottai
32,"Tmt. Reeta Harish Thakkar, I.A.S. ",2008-06-06T00:00:00Z,2009-06-13T00:00:00Z,12,Pudukottai
31,"Thiru. D. Uthirakkumaran, I.A.S. ",2007-10-07T00:00:00Z,2008-05-31T00:00:00Z,7,Pudukottai
30,"Thiru. Shunchonngam Jatak Chiru, I.A.S. ",2006-05-29T00:00:00Z,2007-10-06T00:00:00Z,16,Pudukottai
29,"Thiru. P.Sonai, I.A.S. ",2005-10-24T00:00:00Z,2006-05-26T00:00:00Z,7,Pudukottai
28,"Thiru. R.Thiagarajan, I.A.S. ",2005-02-20T00:00:00Z,2005-10-20T00:00:00Z,8,Pudukottai
27,"Thiru. Jatindranath Swain, I.A.S. ",2004-06-06T00:00:00Z,2005-02-19T00:00:00Z,8,Pudukottai
26,"Thiru. Hitesh Kumar S.Makwana, I.A.S. ",2002-06-26T00:00:00Z,2004-06-06T00:00:00Z,23,Pudukottai
25,"Thiru. Shambhu Kallolikar, I.A.S. ",2000-02-14T00:00:00Z,2002-06-13T00:00:00Z,27,Pudukottai
24,Thiru. Chandrakanth B.Kamble. I.A.S. ,2000-05-10T00:00:00Z,2000-12-11T00:00:00Z,7,Pudukottai
23,"Thiru. Harmander Singh, I.A.S. ",1998-04-29T00:00:00Z,2000-04-30T00:00:00Z,24,Pudukottai
22,"Thiru.K.Shanmugam, I.A.S. ",1996-12-31T00:00:00Z,1998-04-21T00:00:00Z,15,Pudukottai
21,"Thiru.V.Kanagaraj, I.A.S. ",1996-06-01T00:00:00Z,1996-12-31T00:00:00Z,6,Pudukottai
20,"DR. V. Varaprasada Rao, I.A.S. ",1994-11-10T00:00:00Z,1996-05-31T00:00:00Z,18,Pudukottai
19,"Thiru. D. Chandrasekaran, I.A.S. ",1994-01-27T00:00:00Z,1994-11-10T00:00:00Z,9,Pudukottai
18,"Thiru. Shashi Shekhar, I.A.S. ",1993-09-13T00:00:00Z,1994-01-26T00:00:00Z,4,Pudukottai
17,"Tmt. DR.Anuradha Khadi Rajivan, I.A.S. ",1992-09-01T00:00:00Z,1993-09-06T00:00:00Z,12,Pudukottai
16,"Tmt. Sheela Rani Chunkath, I.A.S. ",1990-12-02T00:00:00Z,1992-08-31T00:00:00Z,20,Pudukottai
172,"Thiru S.A.RAMAN, I.A.S., ",2019-07-01T00:00:00Z,Till date,,Salem
171,"Tmt.Rohini R Bhajibhakare, I.A.S ",2017-08-28T00:00:00Z,2019-06-30T00:00:00Z,22,Salem
170,"Mr.V.SAMPATH, I.A.S. ",2016-06-04T00:00:00Z,2017-08-27T00:00:00Z,14,Salem
169,"Dr.D.Karthikeyan, I.A.S. ",2016-04-24T00:00:00Z,2016-06-03T00:00:00Z,1,Salem
168,"Mr.V.SAMPATH, I.A.S. ",2015-07-05T00:00:00Z,2016-04-23T00:00:00Z,9,Salem
167,"Mr.K.MAHARABUSHANAM, I.A.S. ",2014-05-23T00:00:00Z,2015-07-04T00:00:00Z,13,Salem
166,"Mr. HANISH CHHABRA, I.A.S. ",2014-04-08T00:00:00Z,2014-05-22T00:00:00Z,1,Salem
165,"Mr. K. MAHARABUSHANAM, I.A.S. ",2011-06-06T00:00:00Z,2014-04-07T00:00:00Z,34,Salem
164,"Mr. J. CHANDRAKUMAR, I.A.S. ",2008-11-10T00:00:00Z,2011-06-05T00:00:00Z,30,Salem
163,"Mr. N. MATHIVANAN, I.A.S. ",2006-05-22T00:00:00Z,2008-11-09T00:00:00Z,29,Salem
162,"Mr. DHEERAJ KUMAR, I.A.S. ",2006-05-07T00:00:00Z,2006-05-21T00:00:00Z,0,Salem
161,"Mr. A.SUKUMARAN, I.A.S. ",2004-06-06T00:00:00Z,2006-05-06T00:00:00Z,23,Salem
160,"Mr. S. RAMACHANDRAN,I.A.S. ",2003-07-18T00:00:00Z,2004-06-06T00:00:00Z,10,Salem
159,"Dr. J. RADHAKRISHNAN, I.A.S. ",2001-07-26T00:00:00Z,2003-07-17T00:00:00Z,23,Salem
158,"Mr. N.DHANANJAYAN, I.A.S. ",2001-06-07T00:00:00Z,2001-07-25T00:00:00Z,1,Salem
157,"Mr. Md. NASIMUDDIN, I.A.S. ",1998-04-20T00:00:00Z,2001-06-06T00:00:00Z,37,Salem
156,"Mr. G. MUTHUSAMY, I.A.S. ",1996-05-31T00:00:00Z,1998-04-20T00:00:00Z,22,Salem
155,"Mr. HANSRAJ VERMA, I.A.S. ",1995-06-04T00:00:00Z,1996-05-30T00:00:00Z,11,Salem
154,"Mr. BRAJ KISHORE PRASAD, I.A.S. ",1993-10-25T00:00:00Z,1995-06-03T00:00:00Z,19,Salem
153,"Mr. P.A. RAMIAH, I.A.S. ",1991-07-17T00:00:00Z,1993-10-24T00:00:00Z,27,Salem
34,"Thiru J. JAYAKANTHAN, I.A.S., ",2018-08-30T00:00:00Z,Present Collector,,Sivaganga
33,"Tmt. G.LATHA, I.A.S., ",2017-08-28T00:00:00Z,2018-08-29T00:00:00Z,12,Sivaganga
32,"Tmt. S.MALARVIZHI, I.A.S., ",2015-07-04T00:00:00Z,2017-08-27T00:00:00Z,25,Sivaganga
31,THIRU.D.ILANGO (I/C) ,2015-06-01T00:00:00Z,2015-07-03T00:00:00Z,1,Sivaganga
30,"THIRU.T.MUNUSAMY,I.A.S., ",2014-12-28T00:00:00Z,2015-05-31T00:00:00Z,5,Sivaganga
29,"THIRU.V.RAJARAMAN,I.A.S., ",2011-06-25T00:00:00Z,2014-12-27T00:00:00Z,42,Sivaganga
28,"THIRU.S.VEMBULINGAM(I/C), ",2011-06-01T00:00:00Z,2011-06-25T00:00:00Z,0,Sivaganga
27,"THIRU.V.SAMPATH,I.A.S., ",2010-10-04T00:00:00Z,2011-05-31T00:00:00Z,7,Sivaganga
26,"THIRU.MAHESAN KASIRAJAN,I.A.S., ",2009-06-04T00:00:00Z,2010-09-30T00:00:00Z,15,Sivaganga
25,THIRU.S.MOORTHY(I/C) ,2009-06-01T00:00:00Z,2009-06-03T00:00:00Z,0,Sivaganga
24,"THIRU.PANKAJ KUMAR BANSAL,I.A.S., ",2007-11-14T00:00:00Z,2009-06-01T00:00:00Z,18,Sivaganga
23,"THIRU.M.A.SIDDIQUE,I.A.S., ",2006-05-22T00:00:00Z,2007-11-14T00:00:00Z,17,Sivaganga
22,"THIRU.ANANDARAO VISHNU PATIL,I.A.S., ",2004-06-02T00:00:00Z,2006-05-22T00:00:00Z,23,Sivaganga
21,"THIRU.DR.J.RADHAKRISHNAN,I.A.S., ",2003-07-18T00:00:00Z,2004-06-01T00:00:00Z,10,Sivaganga
20,"THIRU.DR.SANTHOSH BABU,I.A.S., ",2002-11-06T00:00:00Z,2003-07-17T00:00:00Z,8,Sivaganga
19,THIRU.T.SUBBIAH (I/C) ,2002-11-04T00:00:00Z,2002-11-05T00:00:00Z,0,Sivaganga
18,"THIRU.JAS BIR SINGH BAJAJ,I.A.S., ",2001-07-27T00:00:00Z,2002-11-03T00:00:00Z,15,Sivaganga
17,"THIRU.SETHU RAMACHANDRAN,I.A.S., ",2001-06-11T00:00:00Z,2001-07-27T00:00:00Z,1,Sivaganga
16,"THIRU.M.R.MOHAN,I.A.S., ",2001-01-22T00:00:00Z,2001-06-11T00:00:00Z,4,Sivaganga
15,"THIRU.R.THIYAGARAJAN,I.A.S., ",2000-05-01T00:00:00Z,2001-01-22T00:00:00Z,8,Sivaganga
14,"THIRU.S.GOPALAKRISHNAN,I.A.S., ",1999-04-05T00:00:00Z,2000-04-30T00:00:00Z,12,Sivaganga
13,"THIRU.V.THANGAVELU,I.A.S., ",1997-12-04T00:00:00Z,1999-04-05T00:00:00Z,16,Sivaganga
12,"TMT.M.P.NIRMALA,I.A.S., ",1997-01-06T00:00:00Z,1997-12-03T00:00:00Z,10,Sivaganga
11,"THIRU.D.M.NATARAJAN,(I/C) ",1996-12-31T00:00:00Z,1997-01-05T00:00:00Z,0,Sivaganga
10,"THIRU.K.SHANMUGAM,I.A.S., ",1995-10-13T00:00:00Z,1996-12-30T00:00:00Z,14,Sivaganga
9,"THIRU.V.SETHURAMALINGAM,B.A.,(I/C) ",1995-10-12T00:00:00Z,1995-10-12T00:00:00Z,0,Sivaganga
8,"THIRU.P.SIVAKUMAR,I.A.S., ",1995-04-14T00:00:00Z,1995-10-11T00:00:00Z,5,Sivaganga
7,"THIRU.M.THANGAVELU,I.A.S., ",1992-08-31T00:00:00Z,1995-04-14T00:00:00Z,31,Sivaganga
146,SHANMUGA RAJESWARAN I.A.S. ,1991-07-22T00:00:00Z,1993-10-28T00:00:00Z,27,Thanjavur
147,I. VENKATASALAM I.A.S. ,1993-10-29T00:00:00Z,1995-04-13T00:00:00Z,17,Thanjavur
148,D. JOTHI JEGARAJAN I.A.S. ,1995-04-14T00:00:00Z,1995-12-09T00:00:00Z,7,Thanjavur
149,V.K. JEYAKODI I.A.S. ,1995-12-10T00:00:00Z,1997-05-09T00:00:00Z,16,Thanjavur
150,T.N. RAMANATHAN I.A.S. ,1997-05-10T00:00:00Z,1999-02-04T00:00:00Z,20,Thanjavur
151,DR.M. RAJARAMAN I.A.S. ,1999-02-05T00:00:00Z,2001-06-05T00:00:00Z,28,Thanjavur
152,C. KOSALARAMAN I.A.S. ,2001-06-05T00:00:00Z,2004-06-01T00:00:00Z,35,Thanjavur
153,V. RAJARAMAN (IN-CHARGE) ,2004-06-02T00:00:00Z,2004-06-05T00:00:00Z,0,Thanjavur
154,THIRU DR.J.RADHAKRISHNANAN I.A.S. ,2004-06-06T00:00:00Z,2005-01-09T00:00:00Z,7,Thanjavur
155,THIRU M.VEERASHANMUHA MONI I.A.S. ,2005-01-10T00:00:00Z,2006-06-05T00:00:00Z,16,Thanjavur
156,P. MANICKARAJ (IN-CHARGE) ,2006-06-05T00:00:00Z,2006-06-06T00:00:00Z,0,Thanjavur
157,C.VIJAYARAJ KUMAR I.A.S. ,2006-06-07T00:00:00Z,2008-08-13T00:00:00Z,26,Thanjavur
158,M.S.SHANMUGAM I.A.S. ,2008-08-14T00:00:00Z,2011-06-09T00:00:00Z,33,Thanjavur
159,K.BASKARAN I.A.S. ,2011-06-10T00:00:00Z,2013-10-21T00:00:00Z,28,Thanjavur
160,DR.N.SUBBAIYAN I.A.S. ,2013-10-23T00:00:00Z,2016-07-30T00:00:00Z,33,Thanjavur
161,A. ANNADURAI I.A.S. ,2016-07-31T00:00:00Z,2019-11-17T00:00:00Z,39,Thanjavur
162, M. GOVINDA RAO I.A.S. ,2019-11-18T00:00:00Z,Till Date,,Thanjavur
1,M.Pallavi Baldev IAS ,2018-02-25T00:00:00Z,,,Theni
2,N.Venkatachalam IAS ,2016-06-04T00:00:00Z,2016-06-04T00:00:00Z,0,Theni
3,S.Nagarajan IAS ,2016-04-24T00:00:00Z,2016-05-31T00:00:00Z,1,Theni
4,N.Venkatachalam IAS ,2014-12-28T00:00:00Z,2016-04-23T00:00:00Z,15,Theni
5,Dr.K.S.Palanisamy IAS ,2011-06-06T00:00:00Z,2014-12-27T00:00:00Z,42,Theni
6,A.Karthik IAS ,2011-03-22T00:00:00Z,2011-05-14T00:00:00Z,1,Theni
7,Dr.P Muthuveerran IAS ,2008-11-10T00:00:00Z,2011-03-22T00:00:00Z,28,Theni
8,S J Chiru IAS ,2008-02-27T00:00:00Z,2008-11-10T00:00:00Z,8,Theni
9,Har Sahay Meena,2006-11-10T00:00:00Z,2008-02-27T00:00:00Z,15,Theni
10,Rajesh Lakhoni IAS ,2005-01-10T00:00:00Z,2006-11-10T00:00:00Z,22,Theni
11,Sunil Paliwal IAS ,2004-06-06T00:00:00Z,2005-01-08T00:00:00Z,7,Theni
12,Atul Anand IAS ,2001-06-11T00:00:00Z,2004-06-06T00:00:00Z,35,Theni
13,Pradeep Yadav IAS ,2001-01-19T00:00:00Z,2001-06-08T00:00:00Z,4,Theni
14,P M Basheer Ahamed IAS ,1998-04-24T00:00:00Z,2001-01-19T00:00:00Z,32,Theni
15,Dr Korlapati Satya Gopal IAS ,1997-01-01T00:00:00Z,1998-04-22T00:00:00Z,15,Theni
25,SANDEEP NANDURI IAS ,2018-05-24T00:00:00Z,Till Date,,Thoothukudi
24,N.Venkatesh IAS ,2017-06-05T00:00:00Z,2018-05-23T00:00:00Z,11,Thoothukudi
23,M.Ravi Kumar IAS ,2013-08-08T00:00:00Z,2017-06-02T00:00:00Z,45,Thoothukudi
22,Ashish Kumar IAS ,2011-07-28T00:00:00Z,2013-08-07T00:00:00Z,24,Thoothukudi
21,Dr. R. Selvaraj IAS ,2011-06-08T00:00:00Z,2011-07-28T00:00:00Z,1,Thoothukudi
20,Dr. C.N. Maheswaran IAS ,2010-10-07T00:00:00Z,2011-06-08T00:00:00Z,8,Thoothukudi
19,G.Prakash IAS ,2009-02-23T00:00:00Z,2010-09-28T00:00:00Z,19,Thoothukudi
18,Dr. R.Palaniyandi IAS ,2006-05-24T00:00:00Z,2009-02-22T00:00:00Z,32,Thoothukudi
17,V.Chandrasekaran IAS ,2004-06-02T00:00:00Z,2006-05-24T00:00:00Z,23,Thoothukudi
16,K.Rajaraman IAS ,2003-03-05T00:00:00Z,2004-06-02T00:00:00Z,14,Thoothukudi
15,R.Thiagarajan IAS ,2002-03-25T00:00:00Z,2003-03-05T00:00:00Z,11,Thoothukudi
14,Kumar Jayant IAS ,2001-06-11T00:00:00Z,2002-03-25T00:00:00Z,9,Thoothukudi
13,M.Malik Feroze Khan IAS ,1998-05-13T00:00:00Z,2001-06-11T00:00:00Z,36,Thoothukudi
12,V.Murthy IAS ,1997-12-08T00:00:00Z,1998-05-10T00:00:00Z,5,Thoothukudi
11,C.Muthukumaraswami IAS ,1997-03-05T00:00:00Z,1997-12-07T00:00:00Z,9,Thoothukudi
10,Swaran Singh IAS ,1996-05-06T00:00:00Z,1997-03-04T00:00:00Z,9,Thoothukudi
9,D.Jothi Jegarajan IAS ,1995-12-11T00:00:00Z,1996-05-06T00:00:00Z,4,Thoothukudi
8,R.Rajagopal IAS ,1995-10-30T00:00:00Z,1995-12-11T00:00:00Z,1,Thoothukudi
7,A.Panneer Selvam IAS ,1995-04-17T00:00:00Z,1995-10-26T00:00:00Z,6,Thoothukudi
6,Hemant Kumar Sinha IAS ,1992-12-21T00:00:00Z,1995-04-16T00:00:00Z,27,Thoothukudi
5,K.M.Subramanian IAS ,1992-03-16T00:00:00Z,1992-12-20T00:00:00Z,9,Thoothukudi
215,"Tmt. SHILPA PRABHAKAR SATISH, I.A.S. ",2018-05-25T05:30:00Z,,,Tirunelveli
214,"THIRU.SANDEEP NANDURI, I.A.S ",2017-06-05T05:30:00Z,2018-05-24T05:30:00Z,11,Tirunelveli
213,"THIRU.B.MUTHURAMALINGAM,M.COM., I/C ",2017-05-31T16:30:00Z,2017-06-04T05:30:00Z,0,Tirunelveli
212,"Dr.M.KARUNAGARAN, I.A.S. ",2016-05-25T11:00:00Z,2017-05-31T11:00:00Z,12,Tirunelveli
211,"THIRU. C. SAMAYAMOORTHY, I.A.S. ",2016-05-01T05:30:00Z,2016-05-24T05:30:00Z,0,Tirunelveli
210,"Dr.M.KARUNAGARAN, I.A.S. ",2013-10-23T05:30:00Z,2016-04-30T05:30:00Z,30,Tirunelveli
209,"THIRU. C. SAMAYAMOORTHY, I.A.S. ",2012-12-16T05:30:00Z,2013-10-23T05:30:00Z,10,Tirunelveli
208,"DR. R. SELVARAJ, I.A.S. ",2011-07-29T05:30:00Z,2012-12-16T05:30:00Z,16,Tirunelveli
207,"TMT. P. RAMANA SARASWATHI, B.TEC., I/C ",2011-07-28T05:30:00Z,2011-07-29T05:30:00Z,0,Tirunelveli
206,"THIRU. S. NATARAJAN, I.A.S. ",2011-06-06T05:30:00Z,2011-07-28T05:30:00Z,1,Tirunelveli
205,"TMT. P. RAMANA SARASWATHI, B.TEC., I/C ",2011-06-05T11:00:00Z,2011-06-06T05:30:00Z,0,Tirunelveli
204,"M. JAYARAMAN, I.A.S. ",2009-06-03T05:30:00Z,2011-06-05T05:30:00Z,24,Tirunelveli
203,"DR. R. PALANIYANDI, I.A.S. ",2009-02-23T05:30:00Z,2009-06-02T05:30:00Z,3,Tirunelveli
202,"G. PRAKASH, I.A.S. ",2008-08-13T05:30:00Z,2009-02-23T05:30:00Z,6,Tirunelveli
201,"G. SRINIVASAN, M.A., A/C ",2008-06-12T05:30:00Z,2008-08-12T05:30:00Z,2,Tirunelveli
200,"G. PRAKASH, I.A.S. ",2006-05-26T05:30:00Z,2008-06-12T05:30:00Z,24,Tirunelveli
199,"ATUL ANAND, I.A.S. ",2004-06-06T05:30:00Z,2006-05-26T05:30:00Z,23,Tirunelveli
198,"R. THAMBITHURAI, B.A., I/C ",2004-06-05T05:30:00Z,2004-06-06T05:30:00Z,0,Tirunelveli
197,"SUNIL PALIWAL, I.A.S. ",2001-06-11T05:30:00Z,2004-06-05T05:30:00Z,35,Tirunelveli
196,"K. DHANAVEL, I.A.S. ",1998-04-22T05:30:00Z,2001-06-10T05:30:00Z,37,Tirunelveli
9,Thiru Dr. K. Vijayakarthikeyan I.A.S ,2019-09-25T00:00:00Z,Present Collector,,Tiruppur
8,Thiru Dr. K.S.Palanisamy IAS ,2017-06-08T00:00:00Z,2019-09-24T00:00:00Z,27,Tiruppur
7,"Thiru S. Prasanna Ramasamy, District Revenue Officer ",2017-06-05T00:00:00Z,2017-06-07T00:00:00Z,0,Tiruppur
6,"Tmt. S. Jayandhi, I.A.S ",2016-01-22T00:00:00Z,2017-06-04T00:00:00Z,16,Tiruppur
5,G. Govindaraj I.A.S. ,2012-10-06T00:00:00Z,2016-01-21T00:00:00Z,39,Tiruppur
4,"Tmt. R.Gajalakshmi, District Revenue Officer ",2012-10-01T00:00:00Z,2012-10-05T00:00:00Z,0,Tiruppur
3,M. Mathivanan I.A.S. ,2011-06-03T00:00:00Z,2012-09-30T00:00:00Z,15,Tiruppur
2,"Tmt. R.Gajalakshmi, District Revenue Officer ",2011-06-02T00:00:00Z,2011-06-02T00:00:00Z,0,Tiruppur
1,C. Samayamoorthy I.A.S. ,2009-02-22T00:00:00Z,2011-06-01T00:00:00Z,27,Tiruppur
20,"Tmt. Mageswari Ravikumar, I.A.S. ",2018-08-24T00:00:00Z,,,Tiruvallur
19,"Tmt. E.Sundaravalli, I.A.S. ",2016-01-22T00:00:00Z,2018-08-24T00:00:00Z,31,Tiruvallur
18,"Thiru. K.Veera Raghava Rao, I.A.S. ",2012-10-31T00:00:00Z,2016-01-21T00:00:00Z,38,Tiruvallur
17,"Thiru. Ashish Chatterjee, I.A.S. ",2011-06-04T00:00:00Z,2012-10-30T00:00:00Z,16,Tiruvallur
16,"Thiru. S.Somasundaram, (I/c) ",2011-05-28T00:00:00Z,2011-06-04T00:00:00Z,0,Tiruvallur
15,"Thiru. T.P.Rajesh, I.A.S. ",2010-04-01T00:00:00Z,2011-05-27T00:00:00Z,13,Tiruvallur
14,"Thiru. V.Palanikumar, I.A.S. ",2009-06-06T00:00:00Z,2010-03-31T00:00:00Z,9,Tiruvallur
13,"Thiru. G.Mohanasundaram, M.A (I/c) ",2009-05-28T00:00:00Z,2009-06-05T00:00:00Z,0,Tiruvallur
12,"Thiru. G.Sundaramurthi, I.A.S. ",2008-11-10T00:00:00Z,2009-05-28T00:00:00Z,6,Tiruvallur
11,"Dr. Rajendra Kumar, I.A.S. ",2007-09-30T00:00:00Z,2008-11-10T00:00:00Z,13,Tiruvallur
10,"Thiru Ranvir Prasad, I.A.S. ",2006-05-29T00:00:00Z,2007-09-29T00:00:00Z,16,Tiruvallur
9,"Thiru. Pankaj Kumar Bansal, I.A.S. ",2005-07-08T00:00:00Z,2006-05-28T00:00:00Z,10,Tiruvallur
8,"Thiru. S.Thangaswami, I.A.S. ",2005-02-20T00:00:00Z,2005-07-07T00:00:00Z,4,Tiruvallur
7,"Thiru. Kumar Jayant, I.A.S. ",2004-06-06T00:00:00Z,2005-02-19T00:00:00Z,8,Tiruvallur
6,"Thiru. S.K.Prabakar, I.A.S. ",2004-05-04T00:00:00Z,2004-05-31T00:00:00Z,0,Tiruvallur
5,"Thiru. S.Chandramohan, I.A.S. ",2003-04-16T00:00:00Z,2004-05-03T00:00:00Z,12,Tiruvallur
4,"Thiru. N.Dananjayan, I.A.S. ",2002-11-13T00:00:00Z,2003-04-15T00:00:00Z,5,Tiruvallur
3,"Thiru. P.Sivasankaran, I.A.S. ",2001-06-07T00:00:00Z,2002-11-12T00:00:00Z,17,Tiruvallur
2,"Thiru. S.K.Prabakar, I.A.S. ",1997-09-01T00:00:00Z,2001-06-06T00:00:00Z,45,Tiruvallur
1,"Tmt. Jayashree Raghunandan, I.A.S ",1997-01-01T00:00:00Z,1997-08-31T00:00:00Z,7,Tiruvallur
2,C.S.RAJ MOHAN ,1991-07-24T00:00:00Z,1992-09-01T00:00:00Z,13,Tiruvannamalai
3,K.DEENABANDHU ,1992-09-02T00:00:00Z,1993-09-07T00:00:00Z,12,Tiruvannamalai
4,RAMESH KUMAR KHANNA ,1993-09-08T00:00:00Z,1995-07-26T00:00:00Z,22,Tiruvannamalai
5,K.GANESAN ,1995-07-27T00:00:00Z,1996-05-30T00:00:00Z,10,Tiruvannamalai
6,M.ABDULLAH SHA ,1996-05-30T00:00:00Z,1997-05-04T00:00:00Z,11,Tiruvannamalai
7,DR. SIVA SURIYAN ,1997-05-05T00:00:00Z,1998-04-28T00:00:00Z,11,Tiruvannamalai
8,KANNAGI PACKIANATHAN ,1998-04-28T00:00:00Z,1999-05-09T00:00:00Z,12,Tiruvannamalai
9,THANGA KALIYAPERUMAL ,1999-05-10T00:00:00Z,2001-06-10T00:00:00Z,25,Tiruvannamalai
10,DHEERAJ KUMAR ,2001-06-11T00:00:00Z,2004-06-05T00:00:00Z,35,Tiruvannamalai
11,SATYABRATA SAHU ,2004-06-06T00:00:00Z,2008-06-03T00:00:00Z,47,Tiruvannamalai
12,DR.M.RAJENDIRAN ,2008-06-03T00:00:00Z,2011-06-06T00:00:00Z,36,Tiruvannamalai
13,ANSHUL MISHRA ,2011-06-06T00:00:00Z,2012-05-27T00:00:00Z,11,Tiruvannamalai
14,DR. VIJAY PINGALE ,2012-05-30T00:00:00Z,2013-06-30T00:00:00Z,13,Tiruvannamalai
15,A.GNANASEKARAN ,2013-07-07T00:00:00Z,2016-04-30T00:00:00Z,33,Tiruvannamalai
16,POOJA KULKARNI ,2016-05-01T00:00:00Z,2016-05-24T00:00:00Z,0,Tiruvannamalai
17,A.GNANASEKARAN ,2016-05-25T00:00:00Z,2016-07-28T00:00:00Z,2,Tiruvannamalai
18,"S.PALANI, (FAC) ",2016-07-29T00:00:00Z,2016-09-10T00:00:00Z,1,Tiruvannamalai
19,PRASHANT M WADNERE ,2016-09-11T00:00:00Z,2017-08-30T00:00:00Z,11,Tiruvannamalai
20,K.S.KANDASAMY ,2017-08-31T00:00:00Z,TILL DATE,,Tiruvannamalai
28,"T.ANAND,I.A.S., ",2019-02-18T00:00:00Z,Till Date,,Tiruvarur
27,"L.NIRMAL RAJ,I.A.S., ",2016-07-31T00:00:00Z,2019-02-17T00:00:00Z,30,Tiruvarur
26," T.MOHANRAJ, (I/c) ",2016-07-30T00:00:00Z,2016-07-30T00:00:00Z,0,Tiruvarur
25,"Dr. M.MATHIVANAN, I.A.S., ",2016-05-25T00:00:00Z,2016-07-29T00:00:00Z,2,Tiruvarur
24,"T.N.VENKATESH, I.A.S., ",2016-05-02T00:00:00Z,2016-05-24T00:00:00Z,0,Tiruvarur
23,"Dr. M.MATHIVANAN, I.A.S., ",2015-11-30T00:00:00Z,2016-05-01T00:00:00Z,5,Tiruvarur
22,"T.MOHANRAJ, (I/c) ",2015-11-21T00:00:00Z,2015-11-29T00:00:00Z,0,Tiruvarur
21,"Dr. M.MATHIVANAN, I.A.S., ",2014-06-08T00:00:00Z,2015-11-20T00:00:00Z,17,Tiruvarur
20,"P.MANIMARAN, (I/c) ",2014-06-07T00:00:00Z,2014-06-07T00:00:00Z,0,Tiruvarur
19,"S.NATARAJAN, I.A.S., ",2012-02-01T00:00:00Z,2014-06-06T00:00:00Z,28,Tiruvarur
18,"C.MUNIANATHAN, I.A.S., ",2011-06-08T00:00:00Z,2012-01-31T00:00:00Z,7,Tiruvarur
17,"K.BASKARAN, I.A.S., ",2011-01-24T00:00:00Z,2011-06-07T00:00:00Z,4,Tiruvarur
16,"M.THANGAVEL, (I/c) ",2011-01-22T00:00:00Z,2011-01-24T00:00:00Z,0,Tiruvarur
15,"M.CHANDRASEKARAN, I.A.S., ",2010-05-17T00:00:00Z,2011-01-22T00:00:00Z,8,Tiruvarur
14,"M.THANGAVEL, (I/c) ",2010-04-23T00:00:00Z,2010-05-17T00:00:00Z,0,Tiruvarur
13,"M.CHANDRASEKARAN, I.A.S., ",2009-05-28T00:00:00Z,2010-04-23T00:00:00Z,10,Tiruvarur
